code,name
600226,ST瀚叶
600227,圣济堂
600228,返利科技
600229,城市传媒
600230,沧州大化
600231,凌钢股份
600232,金鹰股份
600233,圆通速递
600234,科新发展
600235,民丰特纸
600236,桂冠电力
600237,铜峰电子
600238,海南椰岛
600239,ST云城
600240,退市华业
600241,ST时万
600242,*ST中昌
600243,青海华鼎
600246,万通发展
600247,*ST成城
600248,陕西建工
600249,两面针
600250,南纺股份
600251,冠农股份
600252,中恒集团
600253,天方药业
600255,鑫科材料
600256,广汇能源
600257,大湖股份
600258,首旅酒店
600259,广晟有色
600260,*ST凯乐
600261,阳光照明
600262,北方股份
600263,路桥建设
600265,ST景谷
600266,城建发展
600267,海正药业
600268,国电南自
600269,赣粤高速
600270,外运发展
600271,航天信息
600272,开开实业
600273,嘉化能源
600275,退市昌鱼
600276,恒瑞医药
600277,亿利洁能
600278,东方创业
600279,重庆港
600280,中央商场
600281,华阳新材
600282,南钢股份
600283,钱江水利
600284,浦东建设
600285,羚锐制药
600286,S*ST国瓷
600287,江苏舜天
600288,大恒科技
600289,ST信通
600290,ST华仪
600291,退市西水
600292,远达环保
600297,广汇汽车
600293,三峡新材
600296,S兰铝
600299,安迪苏
600298,安琪酵母
600295,鄂尔多斯
600300,维维股份
600301,南化股份
600302,标准股份
600303,ST曙光
600305,恒顺醋业
600306,ST商城
600307,酒钢宏兴
600308,华泰股份
600309,万华化学
600310,桂东电力
600311,*ST荣华
600312,平高电气
600313,农发种业
600315,上海家化
600316,洪都航空
600317,营口港
600318,新力金融
600319,亚星化学
600320,振华重工
600321,正源股份
600322,天房发展
600323,瀚蓝环境
600325,华发股份
600326,西藏天路
600327,大东方
600328,中盐化工
600329,达仁堂
600330,天通股份
600331,宏达股份
600332,白云山
600333,长春燃气
600335,国机汽车
600336,澳柯玛
600337,美克家居
600338,西藏珠峰
600339,中油工程
600340,华夏幸福
600343,航天动力
600345,长江通信
600346,恒力石化
600348,华阳股份
600349,富通昭和
600350,山东高速
600351,亚宝药业
600352,浙江龙盛
600353,旭光电子
600354,敦煌种业
600355,精伦电子
600356,恒丰纸业
600357,承德钒钛
600358,国旅联合
600359,新农开发
600360,华微电子
600361,华联综超
600362,江西铜业
600363,联创光电
600365,ST通葡
600366,宁波韵升
600367,红星发展
600368,五洲交通
600369,西南证券
600370,三房巷
600371,万向德农
600372,中航电子
600373,中文传媒
600375,汉马科技
600376,首开股份
600377,宁沪高速
600378,昊华科技
600379,宝光股份
600380,健康元
600381,青海春天
600382,ST广珠
600383,金地集团
600385,退市金泰
600386,北巴传媒
600387,ST海越
600388,ST龙净
600389,江山股份
600390,五矿资本
600391,航发科技
600392,盛和资源
600393,粤泰股份
600395,盘江股份
600396,金山股份
600397,安源煤业
600398,海澜之家
600399,抚顺特钢
600400,红豆股份
600401,退市海润
600403,大有能源
600405,动力源
600406,国电南瑞
600408,安泰集团
600409,三友化工
600410,华胜天成
600415,小商品城
600416,湘电股份
600418,江淮汽车
600419,天润乳业
600420,国药现代
600421,华嵘控股
600422,昆药集团
600423,柳化股份
600425,青松建化
600426,华鲁恒升
600428,中远海特
600429,三元股份
600432,退市吉恩
600433,冠豪高新
600435,北方导航
600436,片仔癀
600438,通威股份
600439,瑞贝卡
600444,国机通用
600446,金证股份
600448,华纺股份
600449,宁夏建材
600452,涪陵电力
600455,博通股份
600456,宝钛股份
600458,时代新材
600459,贵研铂业
600460,士兰微
600461,洪城环境
600462,ST九有
600463,空港股份
600466,蓝光发展
600467,好当家
600468,百利电气
600469,风神股份
600470,六国化工
600472,包头铝业
600475,华光环能
600476,湘邮科技
600477,杭萧钢构
600478,科力远
600479,千金药业
600480,凌云股份
600481,双良节能
600482,中国动力
600483,福能股份
600485,*ST信威
600486,扬农化工
600487,亨通光电
600488,津药药业
600489,中金黄金
600490,鹏欣资源
600491,龙元建设
600493,凤竹纺织
600495,晋西车轴
600496,精工钢构
600497,驰宏锌锗
600498,烽火通信
600499,科达制造
600500,中化国际
600501,航天晨光
600502,安徽建工
600503,华丽家族
600505,西昌电力
600506,香梨股份
600507,方大特钢
600508,上海能源
600509,天富能源
600510,黑牡丹
600511,国药股份
600512,腾达建设
600513,联环药业
600515,海南机场
600516,方大炭素
600517,国网英大
600518,ST康美
600519,贵州茅台
600520,文一科技
600521,华海药业
600522,中天科技
600523,贵航股份
600525,长园集团
600526,菲达环保
600527,江南高纤
600528,中铁工业
600529,山东药玻
600530,交大昂立
600531,豫光金铅
600532,*ST未来
600533,栖霞建设
600535,天士力
600536,中国软件
600537,亿晶光电
600538,国发股份
600539,狮头股份
600540,新赛股份
600543,莫高股份
600545,卓郎智能
600546,山煤国际
600547,山东黄金
600548,深高速
600549,厦门钨业
600550,保变电气
600551,时代出版
600552,凯盛科技
600553,太行水泥
600555,退市海创
600556,天下秀
600557,康缘药业
600558,大西洋
600559,老白干酒
600560,金自天正
600561,江西长运
600562,国睿科技
600563,法拉电子
600565,迪马股份
600566,济川药业
600567,山鹰国际
600568,ST中珠
600569,安阳钢铁
600570,恒生电子
600571,信雅达
600572,康恩贝
600573,惠泉啤酒
600575,淮河能源
600576,祥源文化
600577,精达股份
600578,京能电力
600579,克劳斯
600580,卧龙电驱
600581,八一钢铁
600582,天地科技
600583,海油工程
600584,长电科技
600585,海螺水泥
600586,金晶科技
600587,新华医疗
600588,用友网络
600589,ST榕泰
600590,泰豪科技
600591,*ST上航
600592,龙溪股份
600593,大连圣亚
600594,益佰制药
600595,中孚实业
600596,新安股份
600597,光明乳业
600598,北大荒
600599,ST熊猫
600600,青岛啤酒
600601,*ST方科
600602,云赛智联
600603,广汇物流
600604,市北高新
600607,上实医药
600606,绿地控股
600608,ST沪科
600605,汇通能源
600611,大众交通
600609,金杯汽车
600610,中毅达
600612,老凤祥
600613,神奇制药
600614,退市鹏起
600615,丰华股份
600616,金枫酒业
600617,国新能源
600618,氯碱化工
600619,海立股份
600620,天宸股份
600621,华鑫股份
600622,光大嘉宝
600623,华谊集团
600624,复旦复华
600625,PT水仙
600626,申达股份
600627,上电股份
600628,新世界
600629,华建集团
600630,龙头股份
600631,百联股份
600632,华联商厦
600633,浙数文化
600634,退市富控
600635,大众公用
600636,国新文化
600637,东方明珠
600638,新黄浦
600639,浦东金桥
600640,国脉文化
600641,万业企业
600642,申能股份
600643,爱建集团
600644,乐山电力
600645,中源协和
600646,ST国嘉
600647,同达创业
600648,外高桥
600649,城投控股
600650,锦江在线
600651,飞乐音响
600652,退市游久
600653,申华控股
600654,*ST中安
600655,豫园股份
600656,退市博元
600657,信达地产
600658,电子城
600659,*ST花雕
600660,福耀玻璃
600661,昂立教育
600662,外服控股
600663,陆家嘴
600664,哈药股份
600665,天地源
600666,*ST瑞德
600667,太极实业
600668,尖峰集团
600669,*ST鞍成
600670,*ST斯达
600671,ST目药
600672,*ST华圣
600673,东阳光
600674,川投能源
600675,中华企业
600676,交运股份
600677,*ST航通
600678,四川金顶
600679,上海凤凰
600680,*ST上普
600681,百川能源
600682,南京新百
600683,京投发展
600684,珠江股份
600685,中船防务
600686,金龙汽车
600687,退市刚泰
600688,上海石化
600689,上海三毛
600690,海尔智家
600691,阳煤化工
600692,亚通股份
600693,东百集团
600694,大商股份
600695,退市绿庭
600696,岩石股份
600697,欧亚集团
600698,湖南天雁
600699,均胜电子
600700,*ST数码
600701,退市工新
600702,舍得酒业
600703,三安光电
600704,物产中大
600705,中航产融
600706,曲江文旅
600707,彩虹股份
600708,光明地产
600709,ST生态
600710,苏美达
600711,盛屯矿业
600712,南宁百货
600713,南京医药
600714,金瑞矿业
600715,文投控股
600716,凤凰股份
600717,天津港
600718,东软集团
600719,ST热电
600720,祁连山
600721,百花医药
600722,金牛化工
600723,首商股份
600724,宁波富达
600725,云维股份
600726,*ST华源
600727,鲁北化工
600728,佳都科技
600729,重庆百货
600730,中国高科
600731,湖南海利
600732,爱旭股份
600733,北汽蓝谷
600734,ST实达
600735,新华锦
600736,苏州高新
600737,中粮糖业
600738,丽尚国潮
600739,辽宁成大
600740,山西焦化
600741,华域汽车
600742,一汽富维
600743,华远地产
600744,华银电力
600745,闻泰科技
600746,江苏索普
600747,退市大控
600748,上实发展
600749,西藏旅游
600750,江中药业
600751,海航科技
600752,*ST哈慈
600753,东方银星
600754,锦江酒店
600755,厦门国贸
600756,浪潮软件
600757,长江传媒
600758,辽宁能源
600759,ST洲际
600760,中航沈飞
600761,安徽合力
600762,S*ST金荔
600763,通策医疗
600764,中国海防
600765,中航重机
600766,园城黄金
600767,*ST运盛
600768,宁波富邦
600769,祥龙电业
600770,综艺股份
600771,广誉远
600772,S*ST龙昌
600773,西藏城投
600774,汉商集团
600775,南京熊猫
600776,东方通信
600777,新潮能源
600778,友好集团
600779,水井坊
600780,通宝能源
600781,*ST辅仁
600782,新钢股份
600783,鲁信创投
600784,鲁银投资
600785,新华百货
600786,东方锅炉
600787,中储股份
600788,*ST达曼
600789,鲁抗医药
600790,轻纺城
600791,京能置业
600792,云煤能源
600793,宜宾纸业
600794,保税科技
600795,国电电力
600796,钱江生化
600797,浙大网新
600798,宁波海运
600799,*ST龙科
600800,渤海化学
600801,华新水泥
600802,福建水泥
600803,新奥股份
600804,ST鹏博士
600805,悦达投资
600806,退市昆机
600807,济南高新
600808,马钢股份
600809,山西汾酒
600810,神马股份
600811,东方集团
600812,华北制药
600813,ST鞍一工
600814,杭州解百
600815,厦工股份
600816,ST安信
600817,宇通重工
600818,中路股份
600819,耀皮玻璃
600820,隧道股份
600821,金开新能
600822,上海物贸
600823,世茂股份
600824,益民集团
600825,新华传媒
600826,兰生股份
600827,百联股份
600828,茂业商业
600829,人民同泰
600830,香溢融通
600831,广电网络
600832,东方明珠
600833,第一医药
600834,申通地铁
600835,上海机电
600836,上海易连
600837,海通证券
600838,上海九百
600839,四川长虹
600840,新湖创业
600841,动力新科
600842,中西药业
600845,宝信软件
600846,同济科技
600847,万里股份
600848,上海临港
600849,上药转换
600850,电科数字
600844,丹化科技
600843,上工申贝
600851,海欣股份
600852,*ST中川
600853,龙建股份
600854,春兰股份
600855,航天长峰
600856,退市中天
600857,宁波中百
600858,银座股份
600859,王府井
600860,京城股份
600861,北京城乡
600862,中航高科
600863,内蒙华电
600864,哈投股份
600865,百大集团
600866,星湖科技
600867,通化东宝
600868,梅雁吉祥
600869,远东股份
600870,退市厦华
600871,石化油服
600872,中炬高新
600873,梅花生物
600874,创业环保
600875,东方电气
600876,洛阳玻璃
600877,声光电科
600878,*ST北科
600879,航天电子
600880,博瑞传播
600881,亚泰集团
600882,妙可蓝多
600883,博闻科技
600884,杉杉股份
600885,宏发股份
600886,国投电力
600887,伊利股份
600888,新疆众和
600889,南京化纤
600890,退市中房
600891,退市秋林
600892,大晟文化
600893,航发动力
600894,广日股份
600895,张江高科
600896,退市海医
600897,厦门空港
600898,国美通讯
600899,*ST信联
600900,长江电力
600901,江苏租赁
600903,贵州燃气
600905,三峡能源
600906,财达证券
600908,无锡银行
600909,华安证券
600916,中国黄金
600917,重庆燃气
600918,中泰证券
600919,江苏银行
600926,杭州银行
600927,永安期货
600928,西安银行
600929,雪天盐业
600933,爱柯迪
600935,华塑股份
600936,广西广电
600938,中国海油
600939,重庆建工
600941,中国移动
600955,维远股份
600956,新天绿能
600958,东方证券
600959,江苏有线
600960,渤海汽车
600961,株冶集团
600962,国投中鲁
600963,岳阳林纸
600965,福成股份
600966,博汇纸业
600967,内蒙一机
600968,海油发展
600969,郴电国际
600970,中材国际
600971,恒源煤电
600973,宝胜股份
600975,新五丰
600976,健民集团
600977,中国电影
600978,*ST宜生
600979,广安爱众
600980,北矿科技
600981,汇鸿集团
600982,宁波能源
600983,惠而浦
600984,建设机械
600985,淮北矿业
600986,浙文互联
600987,航民股份
600988,赤峰黄金
600989,宝丰能源
600990,四创电子
600991,广汽长丰
600992,贵绳股份
600993,马应龙
600995,南网储能
600996,贵广网络
600997,开滦股份
600998,九州通
600999,招商证券
601000,唐山港
601001,晋控煤业
601002,晋亿实业
601003,柳钢股份
601005,重庆钢铁
601006,大秦铁路
601007,金陵饭店
601008,连云港
601009,南京银行
601010,文峰股份
601011,宝泰隆
601012,隆基绿能
601015,陕西黑猫
601016,节能风电
601018,宁波港
601019,山东出版
601020,华钰矿业
601021,春秋航空
601028,玉龙股份
601038,一拖股份
601058,赛轮轮胎
601066,中信建投
601068,中铝国际
601069,西部黄金
601077,渝农商行
601086,国芳集团
601088,中国神华
601089,福元医药
601098,中南传媒
601099,太平洋
601100,恒立液压
601101,昊华能源
601106,中国一重
601107,四川成渝
601108,财通证券
601111,中国国航
601113,华鼎股份
601116,三江购物
601117,中国化学
601118,海南橡胶
601126,四方股份
601127,赛力斯
601128,常熟银行
601137,博威合金
601138,工业富联
601139,深圳燃气
601155,新城控股
601156,东航物流
601158,重庆水务
601162,天风证券
601163,三角轮胎
601166,兴业银行
601168,西部矿业
601169,北京银行
601177,杭齿前进
601179,中国西电
601186,中国铁建
601187,厦门银行
601188,龙江交通
601198,东兴证券
601199,江南水务
601200,上海环境
601208,东材科技
601211,国泰君安
601212,白银有色
601216,君正集团
601218,吉鑫科技
601222,林洋能源
601225,陕西煤业
601226,华电重工
601228,广州港
601229,上海银行
601231,环旭电子
601233,桐昆股份
601236,红塔证券
601238,广汽集团
601258,庞大集团
601268,*ST二重
601279,英利汽车
601288,农业银行
601298,青岛港
601299,中国北车
601311,骆驼股份
601318,中国平安
601319,中国人保
601326,秦港股份
601328,交通银行
601330,绿色动力
601333,广深铁路
601336,新华保险
601339,百隆东方
601360,三六零
601366,利群股份
601368,绿城水务
601369,陕鼓动力
601375,中原证券
601377,兴业证券
601388,怡球资源
601390,中国中铁
601398,工商银行
601399,国机重装
601456,国联证券
601500,通用股份
601512,中新集团
601515,东风股份
601518,吉林高速
601519,大智慧
601528,瑞丰银行
601555,东吴证券
601558,退市锐电
601566,九牧王
601567,三星医疗
601568,北元集团
601577,长沙银行
601579,会稽山
601588,北辰实业
601595,上海电影
601598,中国外运
601599,浙文影业
601600,中国铝业
601601,中国太保
601606,长城军工
601607,上海医药
601608,中信重工
601609,金田股份
601611,中国核建
601615,明阳智能
601616,广电电气
